	down_genes_DE_promoter	up_genes_DE_promoter
	down_genes_DE_promoter	up_genes_DE_promoter
MA0506.1.NRF1	1.39266875644e-56	9.85657747057e-24
MA0032.1.FOXC1	0.879374659484	0.733330298415
MA0475.1.FLI1	8.66584162319e-12	0.0110262624872
UP00006_1_Zic3_primary	1.95379038606e-25	2.15019970453e-15
MA0480.1.Foxo1	0.983771029926	0.95973778665
MA0043.1.HLF	0.967626796409	0.574344776874
UP00128_1_Pou3f2_2824.1	0.999999999977	0.999999939516
MA0139.1.CTCF	1.03123561741e-12	5.48740421127e-10
UP00143_1_Dobox5_3493.1	0.997840788357	0.971058591379
UP00092_1_Myb_primary	0.0416426702244	0.300624627232
MA0598.1.EHF	1.37575489014e-05	0.00622039363995
MA0489.1.JUN.var.2	0.956264568167	0.431671551012
UP00039_1_Foxj3_primary	0.99999978267	0.997307590257
UP00015_1_Ehf_primary	0.00312153167969	0.0423841553902
MA0502.1.NFYB	1.41919948357e-12	0.0045965634068
UP00209_1_Cart1_0997.1	0.999998782218	0.9998588169
UP00091_1_Sox5_primary	0.999999999999	0.99995622746
MA0513.1.SMAD2::SMAD3::SMAD4	0.5	0.0454208841004
UP00117_1_Hoxd11_3873.1	0.999413377297	0.995577623762
