	f6hyper_in_lamina	f6hypo_in_lamina	f8hyper_in_lamina	f8hypo_in_lamina	fibroblasts_f6_hyper	fibroblasts_f6_hypo	fibroblasts_f8_hyper	fibroblasts_f8_hypo	koch_senescence_hyper	koch_senescence_hyper_in_lamina	koch_senescence_hypo	koch_senescence_hypo_in_lamina
	f6hyper_in_lamina	f6hypo_in_lamina	f8hyper_in_lamina	f8hypo_in_lamina	fibroblasts_f6_hyper	fibroblasts_f6_hypo	fibroblasts_f8_hyper	fibroblasts_f8_hypo	koch_senescence_hyper	koch_senescence_hyper_in_lamina	koch_senescence_hypo	koch_senescence_hypo_in_lamina
UP00179_1_Pou2f3_3986.2	1.0	0.999946220847	1.0	0.975237314614	0.999999999909	0.999999739148	0.997482033822	0.994288633556	0.99999999996	1.0	1.0	1.0
UP00027_1_Osr1_primary	0.999999999999	0.851320900908	1.0	0.554197565437	0.587604975121	0.977115167054	0.907791897589	0.568008069898	0.99999999996	1.0	0.607014860342	1.0
MA0104.2.Mycn	0.317058216345	0.00214972901002	0.0553047797575	3.02898147969e-05	0.00529370774678	1.93712692235e-05	4.33187357664e-05	0.000103170239169	8.79936203372e-05	1.0	4.67446866554e-17	9.73449651509e-11
UP00073_1_Foxa2_primary	0.999999999993	0.999989714479	0.905643388506	0.992817326152	0.99674939288	0.999999999192	0.999980400721	0.998745904396	0.999999999967	1.0	0.999999999965	0.999999999989
UP00007_1_Egr1_primary	0.160195217623	0.544209573191	0.160220572661	0.888482407843	0.0880511433422	0.0315131756	0.0240043502574	0.315286359898	1.11972633618e-05	1.0	0.0150924242933	0.0886189635888
UP00007_2_Egr1_secondary	1.0	0.918626620373	0.710621467857	0.782519288626	0.352589601487	0.756321277145	0.288760928282	0.721707935585	0.916240213129	1.0	0.898594801781	0.710524830049
UP00101_2_Sox12_secondary	0.401651822765	0.982303713768	0.373954358384	0.996748671078	0.999985552822	0.99991215915	0.913193488959	0.999990778669	0.999999999963	1.0	1.0	0.999999999999
UP00105_1_Pou3f4_3773.1	1.0	0.999999999963	1.0	0.994755187179	0.999710633774	0.99999999792	0.999981278861	0.998035511743	0.999999999989	1.0	1.0	0.999999999993
MA0132.1.Pdx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00252_1_Hoxc5_2630.2	0.802626121984	0.999999999909	1.0	1.0	0.991952853627	0.99999825999	1.0	0.999699166708	0.999999999967	0.999999999999	1.0	1.0
UP00020_1_Atf1_primary	1.0	0.00854381771922	1.0	0.173558414987	0.401538868719	5.24223648973e-05	0.107794252246	0.297309576551	0.0185800131579	1.0	0.00590370636899	0.248704069397
UP00171_1_Msx3_3206.1	0.820622688101	0.999990377778	0.999999999999	0.983484849418	0.981625793955	0.999998866456	0.998617498116	0.90599467103	1.0	1.0	0.999999999972	1.0
UP00049_2_Sp100_secondary	1.0	0.0968285066767	1.0	0.173558414987	1.0	0.012166564867	1.0	0.173555473665	0.0232799223628	1.0	0.999999999968	1.0
MA0018.1.CREB1	1.0	5.30117662916e-05	0.0232651026311	1.0	0.00914396036917	8.63061407317e-09	0.150116716982	0.19420479853	1.33398601448e-05	0.248808743528	0.0198494736208	0.248704069397
UP00010_1_Tcfap2b_primary	0.487030394343	0.203425974286	0.317038374141	0.368032222997	0.408232543844	0.0422615437894	0.0314169967061	0.176345088792	0.00562349545567	1.0	0.496466351585	0.614601996368
MA0079.2.SP1	0.175871699445	0.0414775891119	0.0262559260725	0.399860187045	0.00200882283414	0.00207298150623	0.00670670323662	0.0220675938547	2.0838584488e-14	0.127660041697	1.96330446818e-05	0.038101186154
UP00069_1_Sox1_primary	1.0	0.999026005108	0.961134969836	0.999999999979	0.999984914085	0.99999999435	0.996815070423	0.999999919081	0.999999999971	0.999999999999	1.0	1.0
UP00001_2_E2F2_secondary	0.248724614744	0.0968285066767	1.0	0.173558414987	0.071164946928	0.0886995571222	0.435552948915	0.00652232395367	0.317008436259	1.0	0.173557269798	1.0
UP00054_1_Tcf7_primary	0.761047770897	0.995637034037	1.0	0.999999999992	0.94392122898	0.99431346421	0.998136441679	0.999861450106	0.999999999944	0.999999999998	1.0	1.0
MA0059.1.MYC::MAX	0.160195217623	0.00860664852747	0.194156526308	0.246174081326	0.225798688154	4.86244707811e-05	0.0355686512729	0.426742480509	0.0313744127819	0.0909090909092	3.86004493529e-21	7.26657528058e-16
UP00096_2_Sox13_secondary	0.533721133876	0.801241255843	1.0	0.836650911767	0.956445247206	0.870023232096	0.967715492209	0.978858345631	0.999999999982	1.0	0.942798544307	1.0
UP00227_1_Duxl_1286.2	1.0	0.942756233039	1.0	0.999999999993	0.999999999924	0.985940728063	0.907791897589	0.935463384057	0.99999999997	1.0	0.999999999987	1.0
MA0149.1.EWSR1-FLI1	0.999999999999	0.999999999907	1.0	0.999999999983	0.999999999942	0.999999999803	1.0	1.0	0.999999999986	0.999591628074	0.999999999992	0.999999999996
UP00261_1_Lhx4_1719.2	0.99999999999	0.979956493185	1.0	0.916249500203	0.812973198886	0.999725848622	0.861936227709	0.732975020791	0.999999999961	1.0	0.99999999998	1.0
UP00258_1_Tgif2_3451.1	1.0	0.97331397066	0.533657856475	0.999999999979	0.721736114979	0.804756682921	0.417347007748	1.0	0.681481536572	1.0	1.0	1.0
